1.0000000000e+01 1.2758991113e-01
1.1717171717e+01 1.3790416467e-01
1.3434343434e+01 1.4801463369e-01
1.5151515152e+01 1.5787367182e-01
1.6868686869e+01 1.6747246676e-01
1.8585858586e+01 1.7682117510e-01
2.0303030303e+01 1.8592102165e-01
2.2020202020e+01 1.9475742876e-01
2.3737373737e+01 2.0330476798e-01
2.5454545455e+01 2.1154038820e-01
2.7171717172e+01 2.1945149239e-01
2.8888888889e+01 2.2703709755e-01
3.0606060606e+01 2.3430304716e-01
3.2323232323e+01 2.4125897123e-01
3.4040404040e+01 2.4791327270e-01
3.5757575758e+01 2.5427209652e-01
3.7474747475e+01 2.6033985727e-01
3.9191919192e+01 2.6611907121e-01
4.0909090909e+01 2.7161139373e-01
4.2626262626e+01 2.7681877481e-01
4.4343434343e+01 2.8174258891e-01
4.6060606061e+01 2.8638455923e-01
4.7777777778e+01 2.9074569863e-01
4.9494949495e+01 2.9482738900e-01
5.1212121212e+01 2.9863110031e-01
5.2929292929e+01 3.0215953585e-01
5.4646464646e+01 3.0541804343e-01
5.6363636364e+01 3.0841484427e-01
5.8080808081e+01 3.1116192520e-01
5.9797979798e+01 3.1367347630e-01
6.1515151515e+01 3.1596720241e-01
6.3232323232e+01 3.1805967944e-01
6.4949494949e+01 3.1996637094e-01
6.6666666667e+01 3.2169723611e-01
6.8383838384e+01 3.2325706225e-01
7.0101010101e+01 3.2464332272e-01
7.1818181818e+01 3.2584814473e-01
7.3535353535e+01 3.2686147152e-01
7.5252525253e+01 3.2767347173e-01
7.6969696970e+01 3.2827697366e-01
7.8686868687e+01 3.2866876225e-01
8.0404040404e+01 3.2884868728e-01
8.2121212121e+01 3.2880682652e-01
8.3838383838e+01 3.2854092959e-01
8.5555555556e+01 3.2803271127e-01
8.7272727273e+01 3.2727083536e-01
8.8989898990e+01 3.2622557331e-01
9.0707070707e+01 3.2486443297e-01
9.2424242424e+01 3.2315666288e-01
9.4141414141e+01 3.2107986965e-01
9.5858585859e+01 3.1861486582e-01
9.7575757576e+01 3.1572419296e-01
9.9292929293e+01 3.1238351800e-01
1.0101010101e+02 3.0856191877e-01
1.0272727273e+02 3.0422516267e-01
1.0444444444e+02 2.9933361957e-01
1.0616161616e+02 2.9385148531e-01
1.0787878788e+02 2.8774180321e-01
1.0959595960e+02 2.8097812743e-01
1.1131313131e+02 2.7354469022e-01
1.1303030303e+02 2.6544134410e-01
1.1474747475e+02 2.5668560952e-01
1.1646464646e+02 2.4731276033e-01
1.1818181818e+02 2.3737796901e-01
1.1989898990e+02 2.2695381577e-01
1.2161616162e+02 2.1614242389e-01
1.2333333333e+02 2.0504894102e-01
1.2505050505e+02 1.9380711937e-01
1.2676767677e+02 1.8255931108e-01
1.2848484848e+02 1.7145479304e-01
1.3020202020e+02 1.6064152176e-01
1.3191919192e+02 1.5025872248e-01
1.3363636364e+02 1.4042909328e-01
1.3535353535e+02 1.3124824752e-01
1.3707070707e+02 1.2277665603e-01
1.3878787879e+02 1.1503432172e-01
1.4050505051e+02 1.0799793980e-01
1.4222222222e+02 1.0160500503e-01
1.4393939394e+02 9.5759178720e-02
1.4565656566e+02 9.0337095058e-02
1.4737373737e+02 8.5196619717e-02
1.4909090909e+02 8.0188137260e-02
1.5080808081e+02 7.5166995556e-02
1.5252525253e+02 7.0007391839e-02
1.5424242424e+02 6.4608285779e-02
1.5595959596e+02 5.8885185971e-02
1.5767676768e+02 5.2753453633e-02
1.5939393939e+02 4.6120268390e-02
1.6111111111e+02 3.8903854288e-02
1.6282828283e+02 3.1075237755e-02
1.6454545455e+02 2.2693916025e-02
1.6626262626e+02 1.3893996980e-02
1.6797979798e+02 4.8143323455e-03
1.6969696970e+02 4.4908587724e-03
1.7141414141e+02 1.4083803095e-02
1.7313131313e+02 2.4084184405e-02
1.7484848485e+02 3.4540519861e-02
1.7656565657e+02 4.5336118760e-02
1.7828282828e+02 5.6253119071e-02
1.8000000000e+02 6.7042621691e-02
